OBJECTID,Shape,INCKEY,COLDETKEY,ADDRTYPE,COLLISIONTYPE,DIAGRAMLINK,DISTANCE,EXCEPTRSNCODE,EXCEPTRSNDESC,FATALITIES,INATTENTIONIND,INCDATE,INCDTTM,INJURIES,INTKEY,JUNCTIONTYPE,LIGHTCOND,LOCATION,PEDCOUNT,PEDCYLCOUNT,PEDROWNOTGRNT,PERSONCOUNT,REPORTLINK,REPORTNO,ROADCOND,SDOT_COLCODE,SDOT_COLDESC,SDOTCOLNUM,SEGKEY,SERIOUSINJURIES,SEVERITYCODE,SEVERITYDESC,SPEEDING,ST_COLCODE,ST_COLDESC,STATUS,UNDERINFL,VEHCOUNT,WEATHER,WIDTH,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR,SPDCASENO
112288,"""(47.57002063500005, -122.27834393699999)""",58953,58953,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\31187700.bmp,307,,,0,,06/28/2006 07:00:00 AM +0000,6/28/2006 8:15,1,,Driveway Junction,Daylight,LAKE WASHINGTON BLVD S BETWEEN 43RD AVE S AND 46TH AVE S,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2401863.pdf,2401863,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6179002,11233,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,6263095
112334,"""(47.64639608400006, -122.30461411499999)""",58814,58814,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34181771.bmp,0,,,0,,11/01/2006 08:00:00 AM +0000,11/1/2006,1,28383,At Intersection (intersection related),Daylight,MONTLAKE BLVD E AND E SHELBY ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2620394.pdf,2620394,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6305003,11909,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-464807
112367,"""(47.53703456900007, -122.28470685799999)""",58805,58805,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55183171.bmp,0,,,0,,08/23/2006 07:00:00 AM +0000,8/23/2006 14:30,1,34561,At Intersection (intersection related),Daylight,38TH AVE S AND S OTHELLO ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2610560.pdf,2610560,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6235006,21051,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast,0,0,0,N,06-325178
112425,"""(47.64708834500004, -122.34975206899998)""",59053,59053,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77511100.bmp,76.5,,,0,,08/05/2006 07:00:00 AM +0000,8/5/2006,1,,Mid-Block (not related to intersection),Daylight,FREMONT BR BETWEEN 4TH AVE N AND POINT A,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2611677.pdf,2611677,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6217004,10562,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06 327097
112451,"""(47.61537759000004, -122.31066051399995)""",58777,58777,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66216600.bmp,147,,,0,,06/04/2006 07:00:00 AM +0000,6/4/2006,1,,Mid-Block (not related to intersection),Dark - Street Lights On,E MADISON ST BETWEEN E PINE ST AND 17TH AVE,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2071236.pdf,2071236,Dry,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",6155003,14348,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-226135
112456,"""(47.61851728800008, -122.33425488099999)""",59043,59043,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78187700.bmp,0,,,0,,02/11/2006 08:00:00 AM +0000,2/11/2006 12:12,1,29504,At Intersection (intersection related),Daylight,DENNY WAY AND FAIRVIEW AVE,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2192202.pdf,2192202,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6042005,10019,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-59658
112458,"""(47.625593828000035, -122.33918659699998)""",59042,59042,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66236600.bmp,154.5,,,0,,03/31/2006 08:00:00 AM +0000,3/31/2006 13:00,1,,Mid-Block (not related to intersection),Daylight,BROAD ST BETWEEN 9TH AVE N AND VALLEY ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2061343.pdf,2061343,Dry,23,"MOTOR VEHICLE STRUCK PEDALCYCLIST, LEFT SIDE SIDESWIPE",6090036,9423,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06 131287
112468,"""(47.655562443000065, -122.32964932399994)""",58644,58644,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\34183300.bmp,147,,,0,,06/02/2006 07:00:00 AM +0000,6/2/2006,0,,Mid-Block (not related to intersection),Daylight,N 40TH ST BETWEEN SUNNYSIDE AVE N AND EASTERN AVE N,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2400634.pdf,2400634,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6153009,15426,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Overcast,0,0,0,N,06-221891
112565,"""(47.60266133600004, -122.33284477599994)""",59022,59022,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44690000.bmp,153,,,0,,04/28/2006 07:00:00 AM +0000,4/28/2006 17:16,1,,Mid-Block (not related to intersection),Daylight,2ND AVE BETWEEN JAMES ST AND CHERRY ST,0,1,,1,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2190374.pdf,2190374,Dry,69,PEDALCYCLIST OVERTURNED IN ROAD,6118003,2749,0,2,Injury Collision,,45,Bicycle,Matched,0,0,Clear or Partly Cloudy,0,0,0,N,06-169523
112699,"""(47.62456147800003, -122.34757101999998)""",58207,58207,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33511200.bmp,0,,,0,,03/21/2006 08:00:00 AM +0000,3/21/2006 5:59,1,28914,At Intersection (intersection related),Daylight,5TH AVE N AND MERCER ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2071352.pdf,2071352,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6080005,7264,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06 114474
112707,"""(47.61291739700005, -122.31416739399998)""",58988,58988,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\53181100.bmp,0,,,0,,01/23/2006 08:00:00 AM +0000,1/23/2006 7:45,1,29763,At Intersection (intersection related),Dark - Street Lights Off,14TH AVE AND E UNION ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2064156.pdf,2064156,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6023011,1850,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Raining,0,0,0,N,06-031099
112800,"""(47.62648210300006, -122.33912756699999)""",58312,58312,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44512900.bmp,279,,,0,Y,05/09/2006 07:00:00 AM +0000,5/9/2006,1,,Driveway Junction,Daylight,WESTLAKE AVE N BETWEEN VALLEY ST AND 9TH AVE N,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2071615.pdf,2071615,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6129009,13538,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-185679
112806,"""(47.73284649900006, -122.29240305399998)""",58561,58561,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\53181100.bmp,330,,,0,,03/05/2006 08:00:00 AM +0000,3/5/2006,1,,Driveway Junction,Daylight,LAKE CITY WAY NE BETWEEN NE 143RD ST AND NE 145TH ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2059095.pdf,2059095,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6064010,11190,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,60092209
112880,"""(47.61827376300005, -122.33099940999995)""",58545,58545,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\64182471.bmp,0,,,0,,12/08/2006 08:00:00 AM +0000,12/8/2006,1,29173,At Intersection (intersection related),Daylight,STEWART ST AND YALE AVE,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2608221.pdf,2608221,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6342001,12910,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast,0,0,0,N,06-519209
112946,"""(47.71421240700005, -122.29822972699998)""",58157,58157,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\21186600.bmp,0,,,0,,08/11/2006 07:00:00 AM +0000,8/11/2006 7:55,1,36635,At Intersection (intersection related),Daylight,LAKE CITY WAY NE AND NE 117TH ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2624812.pdf,2624812,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6223008,11178,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast,0,0,0,N,06-337063
113006,"""(47.51604341400008, -122.37129737099997)""",58381,58381,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\32515500.bmp,0,,,0,,08/12/2006 07:00:00 AM +0000,8/12/2006 12:14,1,38081,At Intersection (intersection related),Daylight,30TH AVE SW AND SW 97TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2613405.pdf,2613405,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6224002,4739,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-338882
113145,"""(47.61298991400008, -122.34586158799999)""",58601,58601,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44182200.bmp,213,,,0,,03/19/2006 08:00:00 AM +0000,3/19/2006 1:59,2,,Mid-Block (not related to intersection),Dark - Street Lights On,1ST AVE BETWEEN BLANCHARD ST AND BELL ST,0,1,,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2071715.pdf,2071715,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6078003,1014,0,2,Injury Collision,,45,Bicycle,Matched,1,2,Clear or Partly Cloudy,0,0,0,N,06-111639
113180,"""(47.64878360300003, -122.32343616699995)""",57691,57691,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\22512400.bmp,0,,,0,,07/13/2006 07:00:00 AM +0000,7/13/2006 18:50,1,27278,At Intersection (intersection related),Daylight,EASTLAKE AVE E AND E ALLISON ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2620903.pdf,2620903,Wet,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6194001,10183,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Raining,0,0,0,N,06-289516
113201,"""(47.618327785000076, -122.33845125499994)""",57693,57693,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\88548800.bmp,74.5,,,0,Y,07/11/2006 07:00:00 AM +0000,7/11/2006 8:35,1,,Mid-Block (but intersection related),Daylight,WESTLAKE AVE BETWEEN 9TH AVE AND DENNY WAY,0,1,,5,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2622552.pdf,2622552,Dry,54,PEDALCYCLIST STRUCK MOTOR VEHICLE REAR END,6192004,13531,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast,0,0,0,N,06-285588
113211,"""(47.668678389000036, -122.38474554699997)""",58082,58082,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\71183171.bmp,0,,,0,,07/24/2006 07:00:00 AM +0000,7/24/2006 18:57,1,25145,At Intersection (intersection related),Daylight,LEARY AVE NW AND NW MARKET ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2624801.pdf,2624801,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6205002,3280,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-307599
113266,"""(47.64958972900007, -122.34974744899995)""",57673,57673,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\75183300.bmp,0,,,0,,01/17/2006 08:00:00 AM +0000,1/17/2006 10:15,1,27039,At Intersection (intersection related),Daylight,FREMONT AVE N AND N 34TH ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2185311.pdf,2185311,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6017010,10485,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06 022659
113291,"""(47.60800896100005, -122.30276995599996)""",57927,57927,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\75183300.bmp,0,,,0,,01/25/2006 08:00:00 AM +0000,1/25/2006 20:00,1,30173,At Intersection (intersection related),Dark - Street Lights On,23RD AVE AND E CHERRY ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2280026.pdf,2280026,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6025014,3359,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Overcast,0,0,0,N,06-035015
113364,"""(47.61465412100006, -122.32078948899999)""",57903,57903,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77185500.bmp,211.5,,,0,,08/06/2006 07:00:00 AM +0000,8/6/2006,1,,Driveway Junction,Daylight,BROADWAY BETWEEN E PIKE ST AND E PINE ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2620942.pdf,2620942,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6218037,9447,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-329225
113402,"""(47.70110840700005, -122.28933891199995)""",57640,57640,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33513100.bmp,0,,,0,,10/28/2006 07:00:00 AM +0000,10/28/2006 19:40,1,37879,At Intersection (intersection related),Dark - Street Lights On,36TH AVE NE AND NE 100TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2603812.pdf,2603812,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6301001,5563,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-459319
113473,"""(47.60612546500005, -122.32220235999995)""",58016,58016,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44214400.bmp,153,,,0,,08/01/2006 07:00:00 AM +0000,8/1/2006,1,,Mid-Block (not related to intersection),Daylight,BOREN AVE BETWEEN JEFFERSON ST AND JAMES ST,0,1,Y,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2615171.pdf,2615171,Dry,21,"MOTOR VEHICLE STRUCK PEDALCYCLIST, REAR END",6213005,9309,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-320797
113566,"""(47.60701683800005, -122.33068899799997)""",57859,57859,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\66518800.bmp,0,,,0,,04/04/2006 07:00:00 AM +0000,4/4/2006,2,29947,At Intersection (intersection related),Daylight,6TH AVE AND MADISON ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2187632.pdf,2187632,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6094010,7877,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,60134570
113677,"""(47.54650397900008, -122.37640010299998)""",57567,57567,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\53181100.bmp,0,,,1,,09/27/2006 07:00:00 AM +0000,9/27/2006 7:43,0,32842,At Intersection (intersection related),Daylight,35TH AVE SW AND SW GRAHAM ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2625277.pdf,2625277,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6270001,5461,0,3,Fatality Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-408625
113681,"""(47.66138544200004, -122.34140593799998)""",57566,57566,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\76517700.bmp,182.5,,,0,,09/27/2006 07:00:00 AM +0000,9/27/2006 19:48,1,,Mid-Block (not related to intersection),Dusk,N 45TH ST BETWEEN STONE WAY N AND INTERLAKE AVE N,0,1,,1,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2618129.pdf,2618129,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6270004,15542,0,2,Injury Collision,,45,Bicycle,Matched,0,0,Clear or Partly Cloudy,0,0,0,N,06-409577
113691,"""(47.612710391000064, -122.34737243299998)""",57705,57705,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\44518200.bmp,0,,,0,,02/22/2006 08:00:00 AM +0000,2/22/2006 9:14,1,29704,At Intersection (intersection related),Daylight,BELL ST AND WESTERN AVE,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2187708.pdf,2187708,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6053029,9197,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-075186
113755,"""(47.55101515300004, -122.30174019199995)""",57421,57421,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11183571.bmp,0,,,0,Y,06/25/2006 07:00:00 AM +0000,6/25/2006 10:54,1,167224,At Intersection (intersection related),Daylight,BEACON ER AVE S AND S ORCAS ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2401663.pdf,2401663,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6176001,20982,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-258577
113942,"""(47.68179174000005, -122.36097931699999)""",57372,57372,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\11517700.bmp,121.5,,,0,,07/15/2006 07:00:00 AM +0000,7/15/2006 17:03,1,,Driveway Junction,Daylight,NW 73RD ST BETWEEN 3RD AVE NW AND 4TH AVE NW,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2603626.pdf,2603626,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6196030,18766,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-292632
113977,"""(47.679372199000056, -122.26531461999997)""",57253,57253,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77181171.bmp,0,,,0,,09/28/2006 07:00:00 AM +0000,9/28/2006 17:25,1,287172,At Intersection (intersection related),Daylight,BURKE GILMAN TRL AND NE 70TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2625083.pdf,2625083,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6271006,287216,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-411096
113984,"""(47.68494935000007, -122.39084796599997)""",57360,57360,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33511100.bmp,0,,,0,,08/10/2006 07:00:00 AM +0000,8/10/2006 20:08,2,23981,At Intersection (intersection related),Daylight,27TH AVE NW AND NW 77TH ST,0,1,,4,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2611247.pdf,2611247,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6222005,4052,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-33618
114337,"""(47.63781489400003, -122.30704626599999)""",56894,56894,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\67186600.bmp,69,,,0,,02/07/2006 08:00:00 AM +0000,2/7/2006,0,,Mid-Block (not related to intersection),Daylight,BOYER AVE E BETWEEN 20TH AVE E AND 19TH AVE E,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2188381.pdf,2188381,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6038013,9356,0,1,Property Damage Only Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,653917
114347,"""(47.61597019100003, -122.35288593599995)""",56622,56622,Block,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\88640986.bmp,156.5,,,0,,06/03/2006 07:00:00 AM +0000,6/3/2006,1,,Mid-Block (not related to intersection),Daylight,WESTERN AVE BETWEEN CLAY ST AND BROAD ST,0,1,,3,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2410767.pdf,2410767,Dry,64,PEDALCYCLIST STRUCK PEDESTRIAN,6154002,13514,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,60224179
114398,"""(47.615218748000075, -122.325528841)""",57018,57018,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\77515500.bmp,0,,,0,,12/17/2006 08:00:00 AM +0000,12/17/2006 13:30,1,29860,At Intersection (intersection related),Daylight,SUMMIT AVE AND E PINE ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2623821.pdf,2623821,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6351007,12987,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06-533434
114408,"""(47.50819704000003, -122.37214076499998)""",56743,56743,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\33517600.bmp,0,,,0,,04/04/2006 07:00:00 AM +0000,4/4/2006,1,38109,At Intersection (intersection related),Daylight,31ST AVE SW AND SW 106TH ST,0,1,Y,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2127490.pdf,2127490,Dry,51,PEDALCYCLIST STRUCK MOTOR VEHICLE FRONT END AT ANGLE,6094011,4887,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,6135353
114481,"""(47.52468360900008, -122.36452635299997)""",56996,56996,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\55187700.bmp,0,,,0,,06/01/2006 07:00:00 AM +0000,6/1/2006,1,34864,At Intersection (intersection related),Daylight,25TH AVE SW AND SW TRENTON ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2178399.pdf,2178399,Wet,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6152002,3811,1,2b,Serious Injury Collision,,45,Bicycle,Matched,0,1,Raining,0,0,0,N,60220794
114495,"""(47.68678736500004, -122.32295135999999)""",56587,56587,Intersection,Cycles,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_DIAGRAM\78187700.bmp,0,,,0,Y,01/15/2006 08:00:00 AM +0000,1/15/2006 14:30,1,24392,At Intersection (intersection related),Daylight,5TH AVE NE AND NE 80TH ST,0,1,,2,\\sdotnasvfa\sdot_vol1\H8\PROD\ATTACHMENTS\COL_REPORT\2184956.pdf,2184956,Dry,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",6015008,7314,0,2,Injury Collision,,45,Bicycle,Matched,0,1,Clear or Partly Cloudy,0,0,0,N,06 020337
